问题,年份,公司,鑫鑫关键词,包关键词
2021年欣龙控股(集团)股份有限公司的流动负债增长率是多少？保留2位小数。,2021,000955,流动|负债增长率,流动负债增长率
维尔利环保科技集团股份有限公司2021年的衍生金融资产和其他非流动金融资产分别是多少元？,2021,300190,衍生金融资产|流动金融资产,衍生金融资产和其他非流动金融资产|其他非流动金融资产|衍生金融资产
2021年宜宾天原集团股份有限公司收回投资收到的现金是多少元?,2021,002386,收回投资|收到|现金,收回投资
在2020年，甘肃国芳工贸(集团)股份有限公司的流动比率是多少？请保留至小数点后2位。,2020,601086,流动比率,流动比率
2020年淮河能源(集团)股份有限公司管理费用是多少元?,2020,600575,管理费用,管理费用
2021年翱捷科技股份有限公司固定资产是多少元?,2021,688220,固定资产,固定资产
应收账款的逾期和坏账如何影响公司的财务状况？,,,,
中远海特2020年的对联营企业和合营企业的投资收益是多少元？,2020,600428,联营企业|合营企业|投资收益,投资收益
塞力医疗在2021年的营业收入增长率是多少？请保留两位小数。,2021,603716,营业收入增长率,营业收入增长率
预付款项的管理对公司的资金利用效率和供应商关系有何影响？,,,,
在2019年，航发科技的博士及以上学历人员数量是多少？,2019,600391,博士|学历人员数量,博士及以上学历人员数量
倍杰特集团股份有限公司2020年综合收益总额是多少元?,2020,300774,综合收益总额,综合收益总额
华海药业2021年的现金及现金等价物增长率是多少？请保留两位小数。,2021,600521,现金|现金等价物增长率,现金及现金等价物增长率
能否告诉我2021年因赛集团的固定资产是多少元？,2021,300781,告诉|固定资产,固定资产
上海振华重工(集团)股份有限公司2019年注册地址是什么?,2019,600320,注册地址,注册地址
2019年北京九强生物技术股份有限公司管理费用率为多少?保留2位小数。,2019,300406,管理费用率,管理费用率
天洋新材2020年研发费用增长率是多少?保留2位小数。,2020,603330,研发|费用增长率,研发费用增长率
绿田机械2021年的净利润增长率是多少?保留2位小数。,2021,605259,净利润增长率,净利润增长率
固定资产的定义是什么？,,,,
2021年塞力斯医疗科技集团股份有限公司的固定资产是多少元？,2021,603716,固定资产,固定资产
2021年上海天永智能装备股份有限公司总负债增长率为多少?保留2位小数。,2021,603895,总|负债增长率,总负债增长率
在2021年年报中，安硕信息的应付职工薪酬是多少元?,2021,300380,应付职工薪酬,应付职工薪酬
对比2020年，2021年中航电子的法定代表人是否相同?,2020|2021,600372,法定|代表人|是否|相同,法定代表人
2019年成都路桥硕士人数是什么?,2019,002628,硕士人数,硕士人数
从2021年的年报数据可知，安徽应流机电股份有限公司的应收款项融资是多少元?,2021,603308,数据|可知|应收款项|融资,应收款项融资
2021年游族网络总资产增长率是多少?保留2位小数。,2021,002174,总|资产增长率,总资产增长率
请简要分析江苏常熟汽饰集团股份有限公司2020年行业情况。,2020,603035,行业情况,行业情况
中粮科工股份有限公司2021年负债合计是多少元?,2021,301058,负债|合计,负债合计
华西股份2021年的投资收益增长率是多少？请保留两位小数。,2021,000936,投资收益增长率,投资收益增长率
2021年光正眼科医院集团股份有限公司归属母公司所有者净利润是多少元?,2021,002524,归属母公司所有者净利润,归属母公司所有者净利润
2021年金溢科技固定资产是多少元？,2021,002869,固定资产,固定资产
什么是流动负债？,,,,
四川汇源光通信股份有限公司2019年企业研发经费与利润比值是多少?保留2位小数。,2019,000586,企业|研发|经费|利润|比值,企业研发经费|利润|企业研发经费与利润比值
2019年盛达资源的投资收益占营业收入的比率是多少，保留两位小数。,2019,000603,投资收益|占|营业收入|比率,投资收益占营业收入的比率
天创时尚股份有限公司2021年货币资金是多少元?,2021,603608,货币资金,货币资金
成都硅宝科技股份有限公司2019年的研发人员数是多少？,2019,300019,研发|人员数,研发人员数
2019年中国平安保险(集团)股份有限公司利息收入是多少元?,2019,601318,利息收入,利息收入
2021年回盛生物净利润增长率是多少?保留2位小数。,2021,300871,净利润增长率,净利润增长率
2020年北部湾港企业硕士及以上人员占职工人数的比例是多少？请保留两位小数。,2020,000582,企业硕士|人员|占职工人数|比例,企业硕士及以上人员占职工人数的比例|职工人数的比例|企业硕士及以上人员
中国石油2019年职工总数是什么?,2019,601857,职工总数,职工总数
安徽合力2019年研发费用和财务费用分别是多少元?,2019,600761,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
华翔股份2021年营业利润是多少元?,2021,603112,营业利润,营业利润
请提供天宜上佳公司2021年的流动负债增长率，保留两位小数。,2021,688033,流动|负债增长率,流动负债增长率
一品红在2020年的管理费用是多少元？,2020,300723,管理费用,管理费用
四会富仕2020年净利润是多少元?,2020,300852,净利润,净利润
在2021年，中泰证券的利息支出是多少元?,2021,600918,利息支出,利息支出
浙江东方2019年的财务费用率是多少？保留2位小数。,2019,600120,财务费用率,财务费用率
2019年，宁夏银星能源股份有限公司固定资产和无形资产分别是多少元?,2019,000862,固定资产|无形|资产,固定资产|固定资产和无形资产|无形资产
中国联通2019年证券代码是什么?,2019,600050,证券代码,证券代码
2020年贵州燃气集团股份有限公司速动比率为多少?保留2位小数。,2020,600903,速动比率,速动比率
请问在2020年，长春一汽富维汽车零部件股份有限公司的投资收益总额是多少元?,2020,600742,请问|投资收益总额,投资收益总额
请提供南京医药2019年的注册地址。,2019,600713,注册地址,注册地址
建投能源2019年的证券代码是什么？,2019,000600,证券代码,证券代码
兴化股份2020年营业利润率是多少?保留2位小数。,2020,002109,营业利润率,营业利润率
中远海运发展股份有限公司2019年职工总数是什么?,2019,601866,职工总数,职工总数
2020年内蒙古福瑞医疗科技股份有限公司管理费用增长率为多少?保留2位小数。,2020,300049,管理费用增长率,管理费用增长率
在2021年，康欣新材料股份有限公司的现金及现金等价物增长率是多少？请保留至小数点后两位。,2021,600076,现金|现金等价物增长率,现金及现金等价物增长率
东北证券2019年利息收入是多少元?,2019,000686,利息收入,利息收入
2020年博硕科技营业成本和营业利润分别是多少元?,2020,300951,营业成本|营业利润,营业成本和营业利润|营业成本|营业利润
中华企业股份有限公司在2021年的流动负债增长率是多少？请保留至小数点后两位。,2021,600675,流动|负债增长率,流动负债增长率
西陇科学2021年现金及现金等价物增长率是多少?保留2位小数。,2021,002584,现金|现金等价物增长率,现金及现金等价物增长率
2020年正丹股份销售费用增长率是多少?保留2位小数。,2020,300641,销售费用增长率,销售费用增长率
2019年横店集团得邦照明股份有限公司证券简称是什么?,2019,603303,证券|简称,证券简称
2020年中贝通信集团股份有限公司对联营企业和合营企业的投资收益是多少元?,2020,603220,联营企业|合营企业|投资收益,投资收益
北京淳中科技股份有限公司在2020年的营业成本和营业利润分别是多少元?,2020,603516,营业成本|营业利润,营业成本和营业利润|营业成本|营业利润
请问，保利发展在2019年的利息收入是多少元?,2019,600048,请问|利息收入,利息收入
东兴证券2021年投资收益增长率是多少?保留2位小数。,2021,601198,投资收益增长率,投资收益增长率
江苏正丹化学工业股份有限公司2020年营业税金及附加是多少元?,2020,300641,营业税金|附加,营业税金及附加
光大嘉宝2021年的流动负债增长率是多少？保留两位小数。,2021,600622,流动|负债增长率,流动负债增长率
什么是成本费用法？它在会计中的应用是什么？,,,,
金堆城钼业股份有限公司在2019年中，研发人员占职工人数的比例是多少，结果请保留两位小数.,2019,601958,研发|人员|占职工人数|比例,研发人员|研发人员占职工人数的比例|职工人数的比例
